"","auroc","aupr","aucEstimate","aucSE95","lowerCI95","upperCI95","aucSE99","lowerCI99","upperCI99","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName"
"1",0.840552995391705,0.542398720968079,0.848958333333333,0.0284865262288436,0.793125767880144,0.904790898786522,0.0284865262288436,0.775581904316764,0.922334762349903,"Colon Adenocarcinoma","Blood Derived Normal","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_BCM","metaRSFinal5050_Nonzero_HiSeq_BCM",42,155,"Colon Adenocarcinoma","OtherCancerType"
"2",0.813186813186813,0.470885732305614,0.80796568627451,0.0335275178624494,0.742252958773086,0.873678413775934,0.0335275178624494,0.721604523289153,0.894326849259866,"Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_BCM","metaRSFinal5050_Nonzero_HiSeq_BCM",28,169,"Head and Neck Squamous Cell Carcinoma","OtherCancerType"
"3",0.973752051357831,0.960619427609317,0.973667927016791,0.00348848144682133,0.966830629020285,0.980505225013297,0.00348848144682133,0.964682194281182,0.9826536597524,"Stomach Adenocarcinoma","Primary Tumor","rs210PanFinal5050_Nonzero_HiSeq_CMS","metaRSFinal5050_Nonzero_HiSeq_CMS",628,1013,"Stomach Adenocarcinoma","OtherCancerType"
"4",0.91851851851852,0.883999972730781,0.965656565656566,0.0194218359420142,0.927590466696572,1,0.0194218359420142,0.915629231508406,1,"Head and Neck Squamous Cell Carcinoma","Primary Tumor","rs210PanFinal5050_Nonzero_HiSeq_Broad_WGS","metaRSFinal5050_Nonzero_HiSeq_Broad_WGS",27,330,"Head and Neck Squamous Cell Carcinoma","OtherCancerType"
"5",0.865961199294534,0.658446763075449,0.848223039215686,0.0299712461137531,0.789480476260944,0.906965602170428,0.0299712461137531,0.771022225212005,0.925423853219368,"Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_BCM","metaRSFinal5050_Nonzero_HiSeq_BCM",35,162,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType"
"6",0.940909090909091,0.82687093791601,0.949356617647059,0.0187778249710117,0.912552756995879,0.986160478298239,0.0187778249710117,0.900988145829815,0.997725089464303,"Liver Hepatocellular Carcinoma","Blood Derived Normal","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_BCM","metaRSFinal5050_Nonzero_HiSeq_BCM",32,165,"Liver Hepatocellular Carcinoma","OtherCancerType"
"7",0.9539166284929,0.788986324185355,0.956070843570844,0.00869259731234361,0.93903366590654,0.973108021235147,0.00869259731234361,0.933680196689759,0.978461490451929,"Lung Adenocarcinoma","Primary Tumor","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_HMS","metaRSFinal5050_Nonzero_HiSeq_HMS",118,740,"Lung Adenocarcinoma","OtherCancerType"
"8",0.855367231638417,0.460952437691901,0.859640522875817,0.0356045819924451,0.789856824486021,0.929424221265613,0.0356045819924451,0.767929197239067,0.951351848512566,"Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_BCM","metaRSFinal5050_Nonzero_HiSeq_BCM",20,177,"Ovarian Serous Cystadenocarcinoma","OtherCancerType"
"9",0.974452554744526,0.601364173311419,0.981287344499951,0.00499832853068305,0.971490800596913,0.991083888402989,0.00499832853068305,0.968412503401853,0.994162185598049,"Rectum Adenocarcinoma","Primary Tumor","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_HMS","metaRSFinal5050_Nonzero_HiSeq_HMS",36,822,"Rectum Adenocarcinoma","OtherCancerType"
"10",0.880602006688964,0.498596290514297,0.881824964941162,0.0136622402611147,0.855047466081244,0.90860246380108,0.0136622402611147,0.846633366124457,0.917016563757867,"Skin Cutaneous Melanoma","Blood Derived Normal","rs210PanFinal5050_Nonzero_HiSeq_WGS_CQ_HMS","metaRSFinal5050_Nonzero_HiSeq_HMS",115,702,"Skin Cutaneous Melanoma","OtherCancerType"
