"","auroc","aupr","aucEstimate","aucSE95","lowerCI95","upperCI95","aucSE99","lowerCI99","upperCI99","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName"
"1",0.943137117869052,0.704558537088751,0.942302528095211,0.0124932821748191,0.917816144983869,0.966788911206553,0.0124932821748191,0.910121965771807,0.974483090418615,"Bladder Urothelial Carcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",122,1642,"Bladder Urothelial Carcinoma","OtherCancerType"
"2",0.958231248727364,0.622210977529627,0.958745604030035,0.00689447262597886,0.945232685990719,0.972258522069351,0.00689447262597886,0.940986619407523,0.976504588652547,"Brain Lower Grade Glioma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",91,1673,"Brain Lower Grade Glioma","OtherCancerType"
"3",0.973090654769626,0.77459274053859,0.974037704537157,0.00725935711787901,0.959809626035199,0.988265783039114,0.00725935711787901,0.955338839747998,0.992736569326316,"Breast Invasive Carcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",107,1657,"Breast Invasive Carcinoma","OtherCancerType"
"4",0.94948602634115,0.501626060824026,0.951592660732932,0.0104779842217991,0.931056189027627,0.972129132438237,0.0104779842217991,0.924603161932299,0.978582159533565,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",66,1698,"Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma","OtherCancerType"
"5",0.982199953660797,0.761246261163827,0.982174151150055,0.00331079683269523,0.975685108597843,0.988663193702267,0.00331079683269523,0.973646103650301,0.990702198649808,"Colon Adenocarcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",104,1660,"Colon Adenocarcinoma","OtherCancerType"
"6",0.994348508634223,0.787369213197588,0.993928955504772,0.00186081785319659,0.990281819530718,0.997576091478827,0.00186081785319659,0.989135806349941,0.998722104659603,"Esophageal Carcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",35,1729,"Esophageal Carcinoma","OtherCancerType"
"7",0.975739544372662,0.646908679332999,0.975915221579961,0.00659358179053455,0.962992038741395,0.988838404418528,0.00659358179053455,0.958931280388556,0.992899162771367,"Glioblastoma Multiforme","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",34,1730,"Glioblastoma Multiforme","OtherCancerType"
"8",0.890584567826193,0.560849900169476,0.892175912400861,0.0138252557036671,0.865078909144617,0.919272915657106,0.0138252557036671,0.856564413630299,0.927787411171424,"Head and Neck Squamous Cell Carcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",142,1622,"Head and Neck Squamous Cell Carcinoma","OtherCancerType"
"9",0.99216230097586,0.822429403168556,0.99301506740682,0.00219991847740924,0.988703306422174,0.997326828391466,0.00219991847740924,0.987348452927291,0.998681681886349,"Kidney Chromophobe","Primary Tumor","kuT2TFinalNonzero_WIS_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_WIS_HiSeq_WGS",50,1947,"Kidney Chromophobe","OtherCancerType"
"10",0.963176310966176,0.766351222929332,0.966438252223967,0.0117575803533033,0.943393818186156,0.989482686261777,0.0117575803533033,0.936152732211097,0.996723772236836,"Kidney Renal Clear Cell Carcinoma","Primary Tumor","kuT2TFinalNonzero_WIS_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_WIS_HiSeq_WGS",43,1954,"Kidney Renal Clear Cell Carcinoma","OtherCancerType"
"11",0.972866231512848,0.602798337412863,0.973745071022091,0.0096447484058948,0.954841711506587,0.992648430537595,0.0096447484058948,0.94890184545283,0.998588296591351,"Kidney Renal Papillary Cell Carcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",35,1729,"Kidney Renal Papillary Cell Carcinoma","OtherCancerType"
"12",0.971582707852194,0.655454906063136,0.972814098730981,0.0111621255347185,0.950936734692018,0.994691462769944,0.0111621255347185,0.944062368688762,1,"Liver Hepatocellular Carcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",32,1732,"Liver Hepatocellular Carcinoma","OtherCancerType"
"13",0.95144063970711,0.760787372200361,0.952203023671532,0.011403269959147,0.929853025245617,0.974553022097448,0.011403269959147,0.922830146754483,0.981575900588582,"Lung Adenocarcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",97,1667,"Lung Adenocarcinoma","OtherCancerType"
"14",0.984180530528433,0.707334028332153,0.983257731958763,0.00547572785177155,0.972525502580148,0.993989961337378,0.00547572785177155,0.969153191699911,0.997362272217615,"Lung Squamous Cell Carcinoma","Primary Tumor","kuT2TFinalNonzero_WIS_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_WIS_HiSeq_WGS",49,1948,"Lung Squamous Cell Carcinoma","OtherCancerType"
"15",0.969445630298225,0.588869450876111,0.973495261459874,0.00648130196125268,0.96079214304289,0.986198379876858,0.00648130196125268,0.95680053394293,0.990189988976817,"Ovarian Serous Cystadenocarcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",38,1726,"Ovarian Serous Cystadenocarcinoma","OtherCancerType"
"16",0.961680658742574,0.691990024837601,0.962174630924631,0.0073654753726435,0.947738564465233,0.976610697384029,0.0073654753726435,0.943202423625208,0.981146838224054,"Prostate Adenocarcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",121,1643,"Prostate Adenocarcinoma","OtherCancerType"
"17",0.94121279622421,0.436173247205787,0.94104197833084,0.0155744905438398,0.910516537787354,0.971567418874326,0.0155744905438398,0.900924749200172,0.981159207461508,"Rectum Adenocarcinoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",53,1711,"Rectum Adenocarcinoma","OtherCancerType"
"18",0.996061131243107,0.859502628265553,0.995038535645472,0.00179037735068017,0.991529460519403,0.998547610771541,0.00179037735068017,0.99042682920118,0.999650242089764,"Sarcoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",33,1731,"Sarcoma","OtherCancerType"
"19",0.965784951999622,0.763849634447035,0.965986105719462,0.00523316590119185,0.955729289028003,0.976242922410921,0.00523316590119185,0.952506363640839,0.979465847798085,"Skin Cutaneous Melanoma","Blood Derived Normal","kuT2TFinalNonzero_BIO_HiSeq_WGS_CQ","metaKUT2TFinalNonzero_BIO_HiSeq_WGS",158,1606,"Skin Cutaneous Melanoma","OtherCancerType"
