"","auroc","aupr","aucEstimate","aucSE95","lowerCI95","upperCI95","aucSE99","lowerCI99","upperCI99","diseaseType","sampleType","datasetName","metadataName","minorityClassSize","majorityClassSize","minorityClassName","majorityClassName"
"1",0.952710843373494,0.712151517728842,0.951812240047534,0.0146730252507628,0.923053639011792,0.980570841083276,0.0146730252507628,0.914017031634907,0.989607448460162,"Bladder Urothelial Carcinoma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",30,332,"Bladder Urothelial Carcinoma","OtherCancerType"
"2",0.981582916567437,0.906791157067658,0.9875,0.00657045108273632,0.974622152515655,1,0.00657045108273632,0.970575639563553,1,"Brain Lower Grade Glioma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",39,323,"Brain Lower Grade Glioma","OtherCancerType"
"3",0.960186513629842,0.821062949457442,0.962026515151515,0.0119825848376576,0.938541080428011,0.98551194987502,0.0119825848376576,0.931161421994416,0.992891608308614,"Glioblastoma Multiforme","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",34,328,"Glioblastoma Multiforme","OtherCancerType"
"4",0.995711918916285,0.959398527859883,0.995959595959596,0.00289342914744967,0.990288579038776,1,0.00289342914744967,0.988506616373853,1,"Head and Neck Squamous Cell Carcinoma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",31,331,"Head and Neck Squamous Cell Carcinoma","OtherCancerType"
"5",0.911607142857143,0.790107400307263,0.932738095238095,0.030137629998996,0.873669425860669,0.991806764615521,0.030137629998996,0.855108704747167,1,"Lung Adenocarcinoma","Blood Derived Normal","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",24,280,"Lung Adenocarcinoma","OtherCancerType"
"6",0.923030164881088,0.826829525878365,0.932305871212121,0.0219325802813679,0.889318803772607,0.975292938651636,0.0219325802813679,0.875811288220935,0.988800454203308,"Lung Adenocarcinoma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",41,321,"Lung Adenocarcinoma","OtherCancerType"
"7",0.968333333333333,0.837434339733127,0.972338709677419,0.00835569970080787,0.955961839198204,0.988715580156635,0.00835569970080787,0.950815853536424,0.993861565818415,"Lung Squamous Cell Carcinoma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",50,312,"Lung Squamous Cell Carcinoma","OtherCancerType"
"8",0.971345029239766,0.751224731827214,0.970798319327731,0.0122469130431199,0.946794810841422,0.99480182781404,0.0122469130431199,0.939252361833248,1,"Ovarian Serous Cystadenocarcinoma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",20,342,"Ovarian Serous Cystadenocarcinoma","OtherCancerType"
"9",0.965423976608187,0.75177554805209,0.9875,0.00730241840405735,0.973187522928005,1,0.00730241840405735,0.968690216688054,1,"Prostate Adenocarcinoma","Primary Tumor","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",20,342,"Prostate Adenocarcinoma","OtherCancerType"
"10",0.894301470588235,0.493522471677977,0.908741181657848,0.0201173776855342,0.869311845930812,0.948170517384885,0.0201173776855342,0.856922250704889,0.960560112610808,"Stomach Adenocarcinoma","Blood Derived Normal","tcgaGenusKrakenAllFiltWIS_HiSeq_WGS_Broad_WGS","metadataSamplesAllQC_HiSeq_Broad_WGS",32,272,"Stomach Adenocarcinoma","OtherCancerType"
